00:00:28:696:450,2,0CF00400,0CF00400,CAN - EXT,8,31 85 85 87 23 00 0F 85,Rx,
00:00:28:698:960,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:28:704:130,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:713:970,2,18FEC100,18FEC100,CAN - EXT,8,75 90 42 02 0B 93 42 02,Rx,
00:00:28:716:550,2,0CF00400,0CF00400,CAN - EXT,8,21 85 85 9C 23 00 0F 85,Rx,
00:00:28:724:040,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:729:020,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:28:733:970,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF B7 23 F0 CC FF,Rx,
00:00:28:736:520,2,0CF00400,0CF00400,CAN - EXT,8,11 85 85 C4 23 00 0F 85,Rx,
00:00:28:739:050,2,0CF00300,0CF00300,CAN - EXT,8,D1 05 0A FF FF FF 84 FF,Rx,
00:00:28:744:010,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:744:590,2,18FEE000,18FEE000,CAN - EXT,8,9A 24 17 00 7F 24 17 00,Rx,
00:00:28:747:980,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:28:754:050,2,18FEF100,18FEF100,CAN - EXT,8,FC F4 11 00 00 5D 00 00,Rx,
00:00:28:756:570,2,0CF00400,0CF00400,CAN - EXT,8,11 85 85 E1 23 00 0F 85,Rx,
00:00:28:758:020,2,18FEBF0B,18FEBF0B,CAN - EXT,8,C0 10 89 71 85 77 FF FF,Rx,
00:00:28:764:010,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:776:430,2,0CF00400,0CF00400,CAN - EXT,8,01 85 85 EF 23 00 0F 85,Rx,
00:00:28:779:070,2,18FEF200,18FEF200,CAN - EXT,8,3D 00 D3 0B 7E 06 FF FF,Rx,
00:00:28:784:020,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:788:960,2,0CF00300,0CF00300,CAN - EXT,8,D1 05 09 FF FF FF 84 FF,Rx,
00:00:28:796:440,2,0CF00400,0CF00400,CAN - EXT,8,01 85 85 1D 24 00 0F 85,Rx,
00:00:28:799:010,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:28:804:160,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:806:890,2,18E0FF28,18E0FF28,CAN - EXT,8,FF FF FF FF FF F0 FF FF,Rx,
00:00:28:816:470,2,0CF00400,0CF00400,CAN - EXT,8,71 85 84 22 24 00 0F 85,Rx,
00:00:28:824:060,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:829:160,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:28:833:990,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 3B 24 F0 CC FF,Rx,
00:00:28:836:570,2,0CF00400,0CF00400,CAN - EXT,8,41 85 85 4F 24 00 0F 85,Rx,
00:00:28:839:010,2,0CF00300,0CF00300,CAN - EXT,8,D1 05 09 FF FF FF 82 FF,Rx,
00:00:28:844:050,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:844:620,2,18FEE000,18FEE000,CAN - EXT,8,9A 24 17 00 7F 24 17 00,Rx,
00:00:28:848:290,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:28:854:080,2,18FEF100,18FEF100,CAN - EXT,8,FC CC 11 00 00 5D 00 00,Rx,
00:00:28:856:650,2,0CF00400,0CF00400,CAN - EXT,8,41 85 85 4F 24 00 0F 85,Rx,
00:00:28:858:340,2,18FEBF0B,18FEBF0B,CAN - EXT,8,00 11 87 73 81 73 FF FF,Rx,
00:00:28:864:040,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:876:440,2,0CF00400,0CF00400,CAN - EXT,8,51 85 85 58 24 00 0F 85,Rx,
00:00:28:879:090,2,18FEF200,18FEF200,CAN - EXT,8,43 00 7C 0A 7D 06 FF FF,Rx,
00:00:28:884:060,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:889:000,2,0CF00300,0CF00300,CAN - EXT,8,D1 05 0A FF FF FF 82 FF,Rx,
00:00:28:896:500,2,0CF00400,0CF00400,CAN - EXT,8,41 85 85 73 24 00 0F 85,Rx,
00:00:28:899:040,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:28:904:160,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:916:490,2,0CF00400,0CF00400,CAN - EXT,8,41 85 85 76 24 00 0F 85,Rx,
00:00:28:924:050,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:929:070,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:28:934:080,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 83 24 F0 CC FF,Rx,
00:00:28:936:610,2,0CF00400,0CF00400,CAN - EXT,8,41 85 85 9F 24 00 0F 85,Rx,
00:00:28:939:100,2,0CF00300,0CF00300,CAN - EXT,8,D1 05 0A FF FF FF 82 FF,Rx,
00:00:28:944:090,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:944:660,2,18FEE000,18FEE000,CAN - EXT,8,9A 24 17 00 7F 24 17 00,Rx,
00:00:28:948:610,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:28:954:150,2,18FEF100,18FEF100,CAN - EXT,8,FC C8 11 00 00 5D 00 00,Rx,
00:00:28:956:670,2,0CF00400,0CF00400,CAN - EXT,8,41 85 85 9B 24 00 0F 85,Rx,
00:00:28:958:600,2,18FEBF0B,18FEBF0B,CAN - EXT,8,00 11 87 73 81 73 FF FF,Rx,
00:00:28:964:130,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:976:520,2,0CF00400,0CF00400,CAN - EXT,8,41 85 85 AE 24 00 0F 85,Rx,
00:00:28:979:140,2,18FEF200,18FEF200,CAN - EXT,8,3F 00 29 0B 7D 06 FF FF,Rx,
00:00:28:984:090,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:28:989:020,2,0CF00300,0CF00300,CAN - EXT,8,D1 05 0A FF FF FF 82 FF,Rx,
00:00:28:989:590,2,18FEEF00,18FEEF00,CAN - EXT,8,FF FF FF 71 61 7D FF FA,Rx,
00:00:28:996:550,2,0CF00400,0CF00400,CAN - EXT,8,31 85 85 C1 24 00 0F 85,Rx,
00:00:28:999:060,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:29:004:190,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:014:050,2,18FEF600,18FEF600,CAN - EXT,8,FF 08 52 FF FF FF FF FF,Rx,
00:00:29:016:580,2,0CF00400,0CF00400,CAN - EXT,8,21 85 85 C7 24 00 0F 85,Rx,
00:00:29:024:120,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:029:170,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:29:034:050,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF CE 24 F0 CC FF,Rx,
00:00:29:034:710,2,18FDB400,18FDB400,CAN - EXT,8,3E 2F FF FF FF FF FF FF,Rx,
00:00:29:036:620,2,0CF00400,0CF00400,CAN - EXT,8,21 85 85 E2 24 00 0F 85,Rx,
00:00:29:039:090,2,0CF00300,0CF00300,CAN - EXT,8,D1 05 0A FF FF FF 82 FF,Rx,
00:00:29:044:100,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:044:670,2,18FEE000,18FEE000,CAN - EXT,8,9A 24 17 00 7F 24 17 00,Rx,
00:00:29:048:850,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:29:054:170,2,18FEF100,18FEF100,CAN - EXT,8,FC D4 11 00 00 5D 00 00,Rx,
00:00:29:056:680,2,0CF00400,0CF00400,CAN - EXT,8,21 85 85 DC 24 00 0F 85,Rx,
00:00:29:058:870,2,18FEBF0B,18FEBF0B,CAN - EXT,8,E0 10 89 71 81 71 FF FF,Rx,
00:00:29:059:460,2,18FDB300,18FDB300,CAN - EXT,8,6A 29 FF FF FF FF FF FF,Rx,
00:00:29:064:160,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:076:570,2,0CF00400,0CF00400,CAN - EXT,8,21 85 85 DD 24 00 0F 85,Rx,
00:00:29:079:140,2,18FEF200,18FEF200,CAN - EXT,8,3E 00 6F 0B 7D 06 FF FF,Rx,
00:00:29:084:100,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:089:050,2,0CF00300,0CF00300,CAN - EXT,8,D1 05 09 FF FF FF 82 FF,Rx,
00:00:29:096:520,2,0CF00400,0CF00400,CAN - EXT,8,21 85 85 C9 24 00 0F 85,Rx,
00:00:29:099:100,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:29:104:230,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:116:570,2,0CF00400,0CF00400,CAN - EXT,8,31 85 85 9B 24 00 0F 85,Rx,
00:00:29:124:130,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:129:130,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:29:134:140,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 80 24 F0 CC FF,Rx,
00:00:29:136:640,2,0CF00400,0CF00400,CAN - EXT,8,31 85 85 70 24 00 0F 85,Rx,
00:00:29:139:090,2,0CF00300,0CF00300,CAN - EXT,8,D1 05 0A FF FF FF 82 FF,Rx,
00:00:29:144:140,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:144:690,2,18FEE000,18FEE000,CAN - EXT,8,9A 24 17 00 7F 24 17 00,Rx,
00:00:29:149:120,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:29:154:200,2,18FEF100,18FEF100,CAN - EXT,8,FC EC 11 00 00 5D 00 00,Rx,
00:00:29:156:700,2,0CF00400,0CF00400,CAN - EXT,8,41 85 85 2C 24 00 0F 85,Rx,
00:00:29:159:130,2,18FEBF0B,18FEBF0B,CAN - EXT,8,D0 10 88 72 84 6E FF FF,Rx,
00:00:29:164:200,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:176:560,2,0CF00400,0CF00400,CAN - EXT,8,71 85 84 EF 23 00 0F 85,Rx,
00:00:29:179:160,2,18FEF200,18FEF200,CAN - EXT,8,3C 00 DB 0B 7D 06 FF FF,Rx,
00:00:29:184:150,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:189:080,2,0CF00300,0CF00300,CAN - EXT,8,D1 05 09 FF FF FF 82 FF,Rx,
00:00:29:196:560,2,0CF00400,0CF00400,CAN - EXT,8,11 85 85 AB 23 00 0F 85,Rx,
00:00:29:199:130,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:29:204:250,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:216:630,2,0CF00400,0CF00400,CAN - EXT,8,21 85 85 81 23 00 0F 85,Rx,
00:00:29:224:160,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:229:220,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:29:234:170,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 6D 23 F0 CC FF,Rx,
00:00:29:236:650,2,0CF00400,0CF00400,CAN - EXT,8,21 85 85 66 23 00 0F 85,Rx,
00:00:29:239:130,2,0CF00300,0CF00300,CAN - EXT,8,D1 06 0A FF FF FF 82 FF,Rx,
00:00:29:244:170,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:244:730,2,18FEE000,18FEE000,CAN - EXT,8,9A 24 17 00 7F 24 17 00,Rx,
00:00:29:249:380,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:29:254:240,2,18FEF100,18FEF100,CAN - EXT,8,FC E8 11 00 00 5D 00 00,Rx,
00:00:29:256:710,2,0CF00400,0CF00400,CAN - EXT,8,21 85 85 68 23 00 0F 85,Rx,
00:00:29:259:410,2,18FEBF0B,18FEBF0B,CAN - EXT,8,00 11 89 71 81 6B FF FF,Rx,
00:00:29:264:210,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:276:590,2,0CF00400,0CF00400,CAN - EXT,8,31 85 85 6E 23 00 0F 85,Rx,
00:00:29:279:180,2,18FEF200,18FEF200,CAN - EXT,8,33 00 FD 0D 7D 06 FF FF,Rx,
00:00:29:284:160,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:289:120,2,0CF00300,0CF00300,CAN - EXT,8,D1 06 0A FF FF FF 82 FF,Rx,
00:00:29:296:570,2,0CF00400,0CF00400,CAN - EXT,8,31 85 85 6E 23 00 0F 85,Rx,
00:00:29:299:140,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:29:304:280,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:316:620,2,0CF00400,0CF00400,CAN - EXT,8,31 85 85 97 23 00 0F 85,Rx,
00:00:29:324:190,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:329:190,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:29:334:160,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 95 23 F0 CC FF,Rx,
00:00:29:336:690,2,0CF00400,0CF00400,CAN - EXT,8,41 85 85 9F 23 00 0F 85,Rx,
00:00:29:339:190,2,0CF00300,0CF00300,CAN - EXT,8,D1 06 0A FF FF FF 82 FF,Rx,
00:00:29:344:180,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:344:740,2,18FEE000,18FEE000,CAN - EXT,8,9A 24 17 00 7F 24 17 00,Rx,
00:00:29:349:660,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:29:354:260,2,18FEF100,18FEF100,CAN - EXT,8,FC B8 11 00 00 5D 00 00,Rx,
00:00:29:356:800,2,0CF00400,0CF00400,CAN - EXT,8,51 85 85 BC 23 00 0F 85,Rx,
00:00:29:359:730,2,18FEBF0B,18FEBF0B,CAN - EXT,8,F0 10 8A 70 80 6A FF FF,Rx,
00:00:29:364:240,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:376:590,2,0CF00400,0CF00400,CAN - EXT,8,61 85 85 C6 23 00 0F 85,Rx,
00:00:29:379:200,2,18FEF200,18FEF200,CAN - EXT,8,42 00 AD 0A 7D 06 FF FF,Rx,
00:00:29:384:190,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:389:130,2,0CF00300,0CF00300,CAN - EXT,8,D1 08 0A FF FF FF 82 FF,Rx,
00:00:29:396:600,2,0CF00400,0CF00400,CAN - EXT,8,01 86 86 C9 23 00 0F 86,Rx,
00:00:29:399:170,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:29:404:320,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:409:140,2,18FD7C00,18FD7C00,CAN - EXT,8,F8 83 00 00 C3 0F E3 FF,Rx,
00:00:29:416:610,2,0CF00400,0CF00400,CAN - EXT,8,21 86 86 F0 23 00 0F 86,Rx,
00:00:29:420:440,2,18FECA00,18FECA00,CAN - EXT,8,00 FF 00 00 00 00 FF FF,Rx,
00:00:29:424:220,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:429:290,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:29:434:180,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF F3 23 F0 CC FF,Rx,
00:00:29:436:660,2,0CF00400,0CF00400,CAN - EXT,8,51 87 86 F5 23 00 0F 87,Rx,
00:00:29:439:190,2,0CF00300,0CF00300,CAN - EXT,8,D1 0B 0B FF FF FF 82 FF,Rx,
00:00:29:444:200,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:444:760,2,18FEE000,18FEE000,CAN - EXT,8,9A 24 17 00 7F 24 17 00,Rx,
00:00:29:449:950,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:29:454:300,2,18FEF100,18FEF100,CAN - EXT,8,FC A4 11 00 00 5D 00 00,Rx,
00:00:29:456:810,2,0CF00400,0CF00400,CAN - EXT,8,01 87 87 1E 24 00 0F 87,Rx,
00:00:29:459:960,2,18FEBF0B,18FEBF0B,CAN - EXT,8,F0 10 8A 70 84 68 FF FF,Rx,
00:00:29:464:270,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:476:670,2,0CF00400,0CF00400,CAN - EXT,8,21 87 87 2D 24 00 0F 87,Rx,
00:00:29:479:270,2,18FEF200,18FEF200,CAN - EXT,8,45 00 38 0A 7D 06 FF FF,Rx,
00:00:29:484:210,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:489:160,2,0CF00300,0CF00300,CAN - EXT,8,D1 0E 0C FF FF FF 80 FF,Rx,
00:00:29:489:740,2,18FEEF00,18FEEF00,CAN - EXT,8,FF FF FF 71 56 7D FF FA,Rx,
00:00:29:496:670,2,0CF00400,0CF00400,CAN - EXT,8,01 88 88 41 24 00 0F 88,Rx,
00:00:29:499:210,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:29:504:350,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:514:200,2,18FEF600,18FEF600,CAN - EXT,8,FF 08 52 FF FF FF FF FF,Rx,
00:00:29:516:700,2,0CF00400,0CF00400,CAN - EXT,8,21 88 88 5D 24 00 0F 88,Rx,
00:00:29:524:230,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:529:260,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:29:534:290,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 67 24 F0 CC FF,Rx,
00:00:29:534:890,2,18FDB400,18FDB400,CAN - EXT,8,2A 2F FF FF FF FF FF FF,Rx,
00:00:29:536:830,2,0CF00400,0CF00400,CAN - EXT,8,61 88 88 61 24 00 0F 88,Rx,
00:00:29:539:210,2,0CF00300,0CF00300,CAN - EXT,8,D1 0F 0D FF FF FF 80 FF,Rx,
00:00:29:544:230,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:544:800,2,18FEE000,18FEE000,CAN - EXT,8,9A 24 17 00 7F 24 17 00,Rx,
00:00:29:550:210,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:29:554:310,2,18FEF100,18FEF100,CAN - EXT,8,FC A4 11 00 00 5D 00 00,Rx,
00:00:29:556:770,2,0CF00400,0CF00400,CAN - EXT,8,71 88 88 6E 24 00 0F 88,Rx,
00:00:29:559:240,2,18FEF700,18FEF700,CAN - EXT,8,FF FF FF FF 16 01 FF FF,Rx,
00:00:29:559:820,2,18FDB300,18FDB300,CAN - EXT,8,6E 29 FF FF FF FF FF FF,Rx,
00:00:29:560:390,2,18FEBF0B,18FEBF0B,CAN - EXT,8,10 11 8A 70 82 68 FF FF,Rx,
00:00:29:564:380,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:576:710,2,0CF00400,0CF00400,CAN - EXT,8,01 88 89 63 24 00 0F 88,Rx,
00:00:29:579:300,2,18FEF200,18FEF200,CAN - EXT,8,3C 00 9A 0B 7E 06 FF FF,Rx,
00:00:29:579:870,2,18FEEE00,18FEEE00,CAN - EXT,8,5D FF CA 28 FF FF FF FF,Rx,
00:00:29:584:240,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:589:210,2,0CF00300,0CF00300,CAN - EXT,8,D1 10 0E FF FF FF 80 FF,Rx,
00:00:29:596:680,2,0CF00400,0CF00400,CAN - EXT,8,01 88 89 56 24 00 0F 88,Rx,
00:00:29:599:230,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:29:604:360,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:604:960,2,18FEE400,18FEE400,CAN - EXT,8,FF 3F FC FC 00 7F FF FF,Rx,
00:00:29:616:720,2,0CF00400,0CF00400,CAN - EXT,8,51 88 88 3B 24 00 0F 88,Rx,
00:00:29:624:280,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:629:300,2,18FEBD00,18FEBD00,CAN - EXT,8,00 F0 FF FF FF FF FF FF,Rx,
00:00:29:629:880,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:29:634:220,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 36 24 F0 CC FF,Rx,
00:00:29:636:700,2,0CF00400,0CF00400,CAN - EXT,8,61 88 88 19 24 00 0F 88,Rx,
00:00:29:639:230,2,0CF00300,0CF00300,CAN - EXT,8,D1 11 0E FF FF FF 80 FF,Rx,
00:00:29:644:260,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:644:830,2,18FEE000,18FEE000,CAN - EXT,8,9A 24 17 00 7F 24 17 00,Rx,
00:00:29:649:340,2,18E0FF00,18E0FF00,CAN - EXT,8,00 FF FF FF FF FF FF FF,Rx,
00:00:29:650:500,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:29:654:360,2,18FEF100,18FEF100,CAN - EXT,8,FC B4 11 00 00 5D 00 00,Rx,
00:00:29:656:820,2,0CF00400,0CF00400,CAN - EXT,8,51 88 88 EE 23 00 0F 88,Rx,
00:00:29:660:490,2,18FEBF0B,18FEBF0B,CAN - EXT,8,E0 10 8B 6F 83 69 FF FF,Rx,
00:00:29:664:340,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:669:240,2,18FEF500,18FEF500,CAN - EXT,8,C8 FF FF FF FF FF FF FF,Rx,
00:00:29:676:670,2,0CF00400,0CF00400,CAN - EXT,8,61 88 88 C3 23 00 0F 88,Rx,
00:00:29:679:310,2,18FEF200,18FEF200,CAN - EXT,8,52 00 A2 08 7D 06 FF FF,Rx,
00:00:29:684:270,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:689:210,2,0CF00300,0CF00300,CAN - EXT,8,D1 11 0E FF FF FF 80 FF,Rx,
00:00:29:696:690,2,0CF00400,0CF00400,CAN - EXT,8,01 89 89 A4 23 00 0F 89,Rx,
00:00:29:699:250,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:29:704:400,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:714:250,2,18FEC100,18FEC100,CAN - EXT,8,76 90 42 02 0D 93 42 02,Rx,
00:00:29:716:780,2,0CF00400,0CF00400,CAN - EXT,8,11 89 89 77 23 00 0F 89,Rx,
00:00:29:724:300,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:729:310,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:29:734:250,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 7A 23 F0 CC FF,Rx,
00:00:29:736:750,2,0CF00400,0CF00400,CAN - EXT,8,51 89 88 6B 23 00 0F 89,Rx,
00:00:29:739:300,2,0CF00300,0CF00300,CAN - EXT,8,D1 11 0F FF FF FF 80 FF,Rx,
00:00:29:744:300,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:744:870,2,18FEE000,18FEE000,CAN - EXT,8,9A 24 17 00 7F 24 17 00,Rx,
00:00:29:750:730,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:29:754:390,2,18FEF100,18FEF100,CAN - EXT,8,FC B8 11 00 00 5D 00 00,Rx,
00:00:29:756:920,2,0CF00400,0CF00400,CAN - EXT,8,01 89 89 4E 23 00 0F 89,Rx,
00:00:29:760:750,2,18FEBF0B,18FEBF0B,CAN - EXT,8,F0 10 8C 6E 82 66 FF FF,Rx,
00:00:29:764:380,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:776:760,2,0CF00400,0CF00400,CAN - EXT,8,31 89 89 58 23 00 0F 89,Rx,
00:00:29:779:340,2,18FEF200,18FEF200,CAN - EXT,8,55 00 4D 08 7D 06 FF FF,Rx,
00:00:29:784:300,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:29:789:240,2,0CF00300,0CF00300,CAN - EXT,8,D1 14 0F FF FF FF 7E FF,Rx,
00:00:29:796:730,2,0CF00400,0CF00400,CAN - EXT,8,61 8A 89 63 23 00 0F 8A,Rx,
00:00:29:799:290,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
